-81.107513	-5.300279	0
-81.096115	-5.303612	0
-81.087784	-5.308612	0
-81.073898	-5.322500	0
-81.051682	-5.341667	0
-81.025284	-5.370833	0
-81.002228	-5.389723	0
-80.987793	-5.402779	0
-80.974457	-5.417223	0
-80.968903	-5.425000	0
-80.961945	-5.431945	0
-80.950562	-5.448334	0
-80.946671	-5.457501	0
-80.941681	-5.466390	0
-80.938339	-5.476945	0
-80.934174	-5.486389	0
-80.929169	-5.495001	0
-80.923065	-5.502501	0
-80.919449	-5.512778	0
-80.914459	-5.521112	0
-80.910278	-5.530834	0
-80.907791	-5.541390	0
-80.893066	-5.581389	0
-80.887512	-5.602222	0
-80.875839	-5.631390	0
-80.872787	-5.642501	0
-80.871399	-5.652223	0
-80.872787	-5.706667	0
-80.874176	-5.720000	0
-80.880005	-5.756667	0
-80.882507	-5.768333	0
-80.888901	-5.790556	0
-80.898621	-5.810000	0
-80.904175	-5.818056	0
-80.913895	-5.836945	0
-81.018793	-5.843226	0
-81.026885	-5.826465	0
-81.027452	-5.826408	0
-81.028222	-5.826085	0
-81.028859	-5.825673	0
-81.029327	-5.825183	0
-81.029846	-5.823995	0
-81.030770	-5.823931	0
-81.031720	-5.823621	0
-81.032616	-5.823519	0
-81.033667	-5.822918	0
-81.034622	-5.822411	0
-81.035259	-5.821746	0
-81.035737	-5.821461	0
-81.036119	-5.821144	0
-81.037947	-5.819554	0
-81.038438	-5.818901	0
-81.038988	-5.818170	0
-81.039653	-5.817026	0
-81.040512	-5.816424	0
-81.041245	-5.815728	0
-81.041627	-5.814967	0
-81.041850	-5.814302	0
-81.042041	-5.813764	0
-81.042168	-5.813067	0
-81.042200	-5.812338	0
-81.042200	-5.811673	0
-81.042232	-5.810850	0
-81.042264	-5.809741	0
-81.042487	-5.809298	0
-81.042869	-5.808759	0
-81.043474	-5.808284	0
-81.044110	-5.808221	0
-81.044620	-5.808189	0
-81.045161	-5.808221	0
-81.045470	-5.808264	0
-81.046030	-5.808166	0
-81.046324	-5.807999	0
-81.046577	-5.807901	0
-81.046815	-5.807636	0
-81.047039	-5.807343	0
-81.047222	-5.807050	0
-81.047334	-5.806743	0
-81.047362	-5.806478	0
-81.047376	-5.806227	0
-81.047320	-5.805920	0
-81.047390	-5.805669	0
-81.047558	-5.805516	0
-81.047782	-5.805237	0
-81.048035	-5.804902	0
-81.048315	-5.804568	0
-81.048419	-5.804433	0
-81.048637	-5.804247	0
-81.048750	-5.803940	0
-81.048792	-5.803745	0
-81.048932	-5.803521	0
-81.049086	-5.803326	0
-81.049254	-5.803173	0
-81.049464	-5.803005	0
-81.049703	-5.802726	0
-81.049941	-5.802406	0
-81.050137	-5.801904	0
-81.050348	-5.801625	0
-81.050530	-5.801387	0
-81.050726	-5.801108	0
-81.050894	-5.800843	0
-81.050978	-5.800523	0
-81.051119	-5.800341	0
-81.051371	-5.800202	0
-81.051497	-5.799937	0
-81.051749	-5.799700	0
-81.051890	-5.799351	0
-81.052100	-5.799016	0
-81.052618	-5.798682	0
-81.052969	-5.798263	0
-81.053207	-5.798082	0
-81.053398	-5.797949	0
-81.053586	-5.797721	0
-81.058880	-5.791258	0
-81.066050	-5.786470	0
-81.066965	-5.785608	0
-81.066724	-5.784267	0
-81.067350	-5.784267	0
-81.067398	-5.783597	0
-81.068264	-5.783501	0
-81.068841	-5.783597	0
-81.069900	-5.783693	0
-81.070814	-5.783549	0
-81.071103	-5.784507	0
-81.072210	-5.785704	0
-81.072691	-5.786182	0
-81.073557	-5.786230	0
-81.074327	-5.786230	0
-81.075145	-5.786326	0
-81.075675	-5.786182	0
-81.075482	-5.786709	0
-81.075771	-5.787188	0
-81.076733	-5.786901	0
-81.077600	-5.787092	0
-81.077985	-5.787331	0
-81.078081	-5.787619	0
-81.078803	-5.787667	0
-81.079428	-5.787762	0
-81.080198	-5.787762	0
-81.079910	-5.788385	0
-81.080535	-5.788098	0
-81.080776	-5.788720	0
-81.080920	-5.788385	0
-81.081209	-5.789103	0
-81.081257	-5.790108	0
-81.082027	-5.790013	0
-81.082364	-5.789438	0
-81.082797	-5.789678	0
-81.083182	-5.789342	0
-81.083083	-5.789783	0
-81.082989	-5.790204	0
-81.082893	-5.790827	0
-81.082171	-5.791353	0
-81.082941	-5.791449	0
-81.083615	-5.792311	0
-81.084048	-5.792167	0
-81.084289	-5.793268	0
-81.084376	-5.793758	0
-81.084900	-5.793671	0
-81.084026	-5.796456	0
-81.083501	-5.797239	0
-81.083326	-5.800112	0
-81.083326	-5.800808	0
-81.083151	-5.802026	0
-81.082538	-5.802201	0
-81.082363	-5.802897	0
-81.082801	-5.804289	0
-81.083151	-5.805856	0
-81.083501	-5.806813	0
-81.083938	-5.807945	0
-81.084813	-5.808728	0
-81.085075	-5.809773	0
-81.084988	-5.810817	0
-81.085075	-5.811949	0
-81.085338	-5.812732	0
-81.085688	-5.813515	0
-81.085800	-5.814584	0
-81.086650	-5.816301	0
-81.088400	-5.819347	0
-81.089537	-5.820130	0
-81.089712	-5.820740	0
-81.090325	-5.820914	0
-81.091024	-5.821697	0
-81.092074	-5.821349	0
-81.092687	-5.821958	0
-81.093474	-5.822741	0
-81.093824	-5.822741	0
-81.093387	-5.824482	0
-81.093037	-5.825614	0
-81.095574	-5.832751	0
-81.096536	-5.834491	0
-81.097148	-5.835797	0
-81.098286	-5.837451	0
-81.100298	-5.839540	0
-81.101873	-5.841193	0
-81.103097	-5.841541	0
-81.105372	-5.842325	0
-81.118347	-5.841111	0
-81.125565	-5.848056	0
